id,rut_personal,id_hora,rut_paciente,fecha_hora,monto,estado,mediopago,bono,boleta,vaucher
319,22767738-4,2769,56565081-1,2025-04-04 13:00:00,50500,1,3,0,80,0
320,57378727-6,2,40884415-9,2025-04-29 13:15:00,2820245,1,4,0,81,0
321,22767738-4,2690,21870177-9,2025-04-20 17:15:00,3092497,0,0,0,0,0
322,94023614-4,2299,58501550-1,2025-04-20 08:45:00,2820245,0,0,0,0,0
323,95208514-3,449,39009356-0,2025-04-13 15:00:00,2132690,0,0,0,0,0
324,95208514-3,1572,56809478-6,2025-04-18 16:15:00,1750012,1,4,0,82,0
325,95208514-3,1859,22769853-9,2025-04-17 17:00:00,2506300,0,0,0,0,0
326,95208514-3,2237,57891601-9,2025-04-05 10:30:00,1600123,0,0,0,0,0
327,86209409-0,151,53699466-8,2025-04-29 17:30:00,50500,0,0,0,0,0
328,95208514-3,3473,50692374-0,2025-04-15 11:15:00,3120345,0,0,0,0,0
329,94023614-4,1221,34310135-9,2025-05-01 16:00:00,3092497,0,0,0,0,0
330,95208514-3,1227,32043482-6,2025-04-21 15:45:00,2800365,0,0,0,0,0
331,94023614-4,876,23572980-4,2025-04-06 14:30:00,1600123,0,0,0,0,0
332,73177104-4,2641,32340622-6,2025-04-05 11:45:00,2086651,1,4,0,83,0
333,95208514-3,1276,92670172-1,2025-04-13 17:30:00,3092497,0,0,0,0,0
334,94023614-4,1938,90160627-1,2025-04-06 18:30:00,1600123,0,0,0,0,0
335,86209409-0,1983,32090021-3,2025-04-16 14:45:00,3010000,1,2,0,84,35
336,22767738-4,550,59644030-9,2025-04-13 18:00:00,3092497,0,0,0,0,0
337,86209409-0,3219,60334032-8,2025-04-20 13:30:00,3120345,1,3,0,85,0
338,22767738-4,3197,27470077-6,2025-04-25 18:00:00,2132690,0,0,0,0,0
339,73177104-4,1409,87997004-2,2025-04-11 18:30:00,2086651,1,2,0,86,36
340,57378727-6,1897,57581646-4,2025-04-23 12:15:00,2800365,0,0,0,0,0
341,94023614-4,867,95010809-6,2025-04-24 16:30:00,3238968,0,0,0,0,0
342,73177104-4,421,14540200-5,2025-04-10 09:45:00,3081058,0,0,0,0,0
343,95208514-3,2980,41416859-6,2025-04-08 12:00:00,3010000,0,0,0,0,0
344,94023614-4,2925,65012894-9,2025-04-06 12:15:00,1750012,0,0,0,0,0
345,73177104-4,643,60775663-1,2025-04-03 15:00:00,2086651,0,0,0,0,0
346,94023614-4,2197,85188169-7,2025-04-10 09:00:00,2086651,0,0,0,0,0
347,57378727-6,942,12429516-4,2025-04-26 13:30:00,1800999,0,0,0,0,0
348,95208514-3,2775,89765444-6,2025-04-22 18:30:00,2132690,0,0,0,0,0
349,73177104-4,764,68316971-1,2025-04-30 13:00:00,1800999,0,0,0,0,0
350,94023614-4,292,60334032-8,2025-04-29 13:45:00,2727431,0,0,0,0,0
351,95208514-3,787,33424109-6,2025-04-16 08:45:00,2727431,0,0,0,0,0
352,57378727-6,1579,19557494-0,2025-04-28 14:15:00,1600123,0,0,0,0,0
353,57378727-6,3619,17091110-7,2025-04-14 13:15:00,2727431,1,1,0,87,37
354,73177104-4,282,20953102-0,2025-04-22 17:45:00,2800365,0,0,0,0,0
355,57378727-6,3411,51009521-0,2025-04-20 17:45:00,3010000,1,2,0,88,38
356,22767738-4,3404,32090021-3,2025-04-17 09:45:00,2132690,0,0,0,0,0
357,73177104-4,34,24441102-3,2025-04-20 12:00:00,2820245,0,0,0,0,0
358,86209409-0,2415,78310737-4,2025-04-27 09:15:00,3081058,0,0,0,0,0
359,86209409-0,2875,81778485-8,2025-04-25 13:00:00,2105020,0,0,0,0,0
360,22767738-4,1414,45955017-8,2025-04-17 15:45:00,2506300,1,3,0,89,0
361,57378727-6,2506,53039267-4,2025-04-07 09:00:00,2086651,0,0,0,0,0
362,73177104-4,971,99921909-4,2025-04-10 13:00:00,1600123,0,0,0,0,0
363,86209409-0,1166,92670172-1,2025-04-20 18:15:00,3092497,0,0,0,0,0
364,22767738-4,514,57891601-9,2025-04-15 12:30:00,2506300,1,1,0,90,39
365,94023614-4,2783,99352036-1,2025-04-29 17:00:00,2800365,0,0,0,0,0
366,95208514-3,2759,77121423-7,2025-04-16 12:15:00,2132690,0,0,0,0,0
367,73177104-4,1835,76332098-2,2025-04-02 09:45:00,1800999,0,0,0,0,0
368,73177104-4,93,40884415-9,2025-04-15 09:45:00,3010000,1,1,0,91,40
369,22767738-4,307,87722745-4,2025-04-07 11:45:00,3081058,0,0,0,0,0
370,57378727-6,2075,20114723-0,2025-04-26 17:30:00,3010000,0,0,0,0,0
371,22767738-4,1724,98418033-8,2025-04-26 15:30:00,3120345,1,3,0,92,0
372,57378727-6,958,61617949-1,2025-04-04 16:00:00,2086651,0,0,0,0,0
373,94023614-4,108,28841318-9,2025-04-19 13:45:00,1750012,0,0,0,0,0
374,22767738-4,1349,99921909-4,2025-04-21 10:30:00,3010000,0,0,0,0,0
375,94023614-4,1007,14100953-3,2025-04-15 16:15:00,3092497,0,0,0,0,0
376,57378727-6,3119,26529183-7,2025-04-28 10:15:00,3238968,1,1,0,93,41
377,73177104-4,1828,62614900-0,2025-04-22 15:30:00,50500,0,0,0,0,0
378,73177104-4,2513,98041254-1,2025-04-05 12:15:00,3120345,0,0,0,0,0
379,94023614-4,2320,32090021-3,2025-04-14 14:30:00,2820245,0,0,0,0,0
380,95208514-3,1793,33424109-6,2025-04-29 14:45:00,2105020,1,3,0,94,0
381,57378727-6,3077,47192537-4,2025-04-25 16:15:00,1800999,1,4,0,95,0
382,73177104-4,3546,90160627-1,2025-04-06 18:15:00,2132690,1,4,0,96,0
383,95208514-3,2103,63958627-0,2025-04-26 08:30:00,2727431,0,0,0,0,0
384,57378727-6,2301,44920115-1,2025-04-28 11:00:00,2800365,0,0,0,0,0
385,95208514-3,474,42856973-7,2025-04-17 16:00:00,2727431,0,0,0,0,0
386,95208514-3,1645,55223444-3,2025-04-13 13:30:00,2727431,0,0,0,0,0
387,86209409-0,2575,14100953-3,2025-04-03 08:45:00,2105020,0,0,0,0,0
388,86209409-0,2873,84295710-6,2025-04-05 11:45:00,2820245,0,0,0,0,0
389,57378727-6,2463,53407302-6,2025-04-25 11:00:00,2105020,1,3,0,97,0
390,94023614-4,1036,48263743-9,2025-04-25 11:00:00,1800999,0,0,0,0,0
391,95208514-3,1469,56809478-6,2025-04-27 09:00:00,3092497,0,0,0,0,0
392,94023614-4,2185,27075358-5,2025-04-18 16:15:00,1600123,1,3,0,98,0
393,73177104-4,2446,65660643-5,2025-04-23 15:45:00,2086651,0,0,0,0,0
394,73177104-4,3324,98967597-1,2025-04-24 18:45:00,2727431,0,0,0,0,0
395,95208514-3,114,62614900-0,2025-04-19 18:15:00,2727431,0,0,0,0,0
396,57378727-6,1006,57581646-4,2025-04-28 12:00:00,3120345,0,0,0,0,0
397,94023614-4,2955,77724461-4,2025-04-16 09:45:00,3120345,0,0,0,0,0
398,22767738-4,702,47192537-4,2025-04-27 16:00:00,2506300,1,4,0,99,0
399,73177104-4,2761,14100953-3,2025-04-26 12:15:00,2086651,1,3,0,100,0
400,95208514-3,1118,76332098-2,2025-04-14 09:45:00,2132690,0,0,0,0,0
401,94023614-4,2109,43959822-2,2025-04-07 18:00:00,3010000,0,0,0,0,0
402,22767738-4,3537,11592484-9,2025-05-02 14:00:00,2132690,0,0,0,0,0
403,94023614-4,188,44920115-1,2025-04-01 13:30:00,35000,0,0,0,0,0
404,86209409-0,3029,90160627-1,2025-04-17 17:30:00,2132690,0,0,0,0,0
405,73177104-4,2354,65012894-9,2025-04-25 10:00:00,3081058,1,2,0,101,42
406,94023614-4,3121,25939458-6,2025-04-26 14:00:00,1750012,0,0,0,0,0
407,73177104-4,1944,80062558-9,2025-04-25 16:45:00,2800365,0,0,0,0,0
408,57378727-6,3285,40884415-9,2025-04-15 12:15:00,3238968,0,0,0,0,0
409,95208514-3,2889,48263743-9,2025-04-15 15:00:00,2086651,0,0,0,0,0
410,57378727-6,2333,39145977-2,2025-04-01 14:30:00,3081058,1,2,0,102,43
411,73177104-4,2141,23124705-7,2025-04-07 09:15:00,1750012,0,0,0,0,0
412,57378727-6,558,14100953-3,2025-04-17 08:30:00,3081058,0,0,0,0,0
413,73177104-4,1972,70414825-8,2025-04-03 12:15:00,1800999,0,0,0,0,0
414,22767738-4,634,45623694-9,2025-04-01 13:15:00,3238968,0,0,0,0,0
415,95208514-3,1321,19805123-3,2025-04-25 11:30:00,2727431,0,0,0,0,0
416,57378727-6,2156,22769853-9,2025-04-04 10:30:00,2727431,0,0,0,0,0
417,22767738-4,1466,96998252-1,2025-04-09 10:30:00,1800999,0,0,0,0,0
418,73177104-4,2646,64355233-5,2025-04-08 14:45:00,1800999,0,0,0,0,0
419,94023614-4,1603,91096368-2,2025-04-21 11:15:00,3081058,0,0,0,0,0
420,57378727-6,1340,32818392-4,2025-04-27 12:15:00,3092497,0,0,0,0,0
421,95208514-3,3059,24735893-2,2025-04-11 11:00:00,1750012,0,0,0,0,0
422,22767738-4,1497,88755903-1,2025-04-13 13:15:00,3010000,0,0,0,0,0
423,95208514-3,2626,30263166-2,2025-04-29 15:45:00,2132690,0,0,0,0,0
424,86209409-0,890,27470077-6,2025-04-13 08:15:00,2086651,0,0,0,0,0
425,95208514-3,1456,85033698-2,2025-04-23 15:15:00,3010000,0,0,0,0,0
426,73177104-4,1544,63958627-0,2025-04-06 15:00:00,3238968,1,4,0,103,0
427,94023614-4,3482,95431346-9,2025-04-23 14:15:00,3081058,0,0,0,0,0
428,86209409-0,2547,16226259-9,2025-04-06 13:30:00,35000,1,3,0,0,0
429,57378727-6,3611,34310135-9,2025-04-21 14:15:00,3120345,1,4,0,104,0
430,95208514-3,3540,44722314-7,2025-04-13 16:45:00,2506300,0,0,0,0,0
431,57378727-6,2663,86332222-2,2025-04-10 18:15:00,2800365,0,0,0,0,0
432,73177104-4,3154,21509837-2,2025-04-30 13:00:00,1800999,0,0,0,0,0
433,22767738-4,476,95595189-5,2025-04-17 13:15:00,2727431,0,0,0,0,0
434,86209409-0,796,59604556-2,2025-04-17 13:30:00,3120345,0,0,0,0,0
435,94023614-4,3031,94761985-0,2025-04-07 08:15:00,1750012,0,0,0,0,0
436,57378727-6,3164,50692374-0,2025-04-13 16:45:00,2800365,0,0,0,0,0
437,95208514-3,197,55643376-9,2025-04-15 17:00:00,3238968,0,0,0,0,0
438,95208514-3,2500,46930558-3,2025-04-16 15:15:00,3238968,0,0,0,0,0
439,57378727-6,1594,98720208-3,2025-04-09 08:00:00,2086651,0,0,0,0,0
440,73177104-4,1661,50672725-4,2025-04-20 18:00:00,1800999,0,0,0,0,0
441,86209409-0,2226,12031991-9,2025-05-01 09:30:00,2506300,1,1,0,105,44
442,73177104-4,663,44722314-7,2025-04-20 16:15:00,2727431,0,0,0,0,0
443,94023614-4,2643,12802093-1,2025-04-28 18:15:00,3092497,0,0,0,0,0
444,86209409-0,1017,41416859-6,2025-04-15 08:15:00,3120345,1,3,0,106,0
445,95208514-3,1304,12120279-7,2025-04-27 17:00:00,3092497,1,4,0,107,0
446,94023614-4,1297,40884415-9,2025-04-14 08:30:00,2086651,1,4,0,108,0
447,22767738-4,909,52872009-7,2025-04-25 10:30:00,1800999,0,0,0,0,0
448,94023614-4,249,30310762-2,2025-05-01 09:00:00,2800365,0,0,0,0,0
449,73177104-4,196,41710986-9,2025-04-20 10:45:00,3238968,1,3,0,109,0
450,22767738-4,2529,95838628-5,2025-04-03 18:30:00,3081058,1,3,0,110,0
451,73177104-4,258,90942860-9,2025-04-29 09:15:00,1750012,1,2,0,111,45
452,73177104-4,3445,32340622-6,2025-04-08 13:15:00,2506300,0,0,0,0,0
453,73177104-4,42,47192537-4,2025-04-13 17:30:00,3010000,1,1,0,112,46
454,22767738-4,2605,77121423-7,2025-04-29 18:00:00,2132690,0,0,0,0,0
455,95208514-3,1951,29519188-7,2025-04-10 10:00:00,2506300,0,0,0,0,0
456,22767738-4,1128,48411300-7,2025-04-13 09:45:00,2820245,0,0,0,0,0
457,86209409-0,1519,22212788-6,2025-04-14 13:15:00,1800999,0,0,0,0,0
458,94023614-4,1576,12031991-9,2025-04-04 17:00:00,1600123,0,0,0,0,0
459,73177104-4,3081,25939458-6,2025-04-27 17:30:00,1800999,0,0,0,0,0
460,95208514-3,2079,40884415-9,2025-04-15 09:45:00,1800999,0,0,0,0,0
461,94023614-4,2137,62237414-5,2025-04-22 08:15:00,3010000,1,1,0,113,47
462,94023614-4,2032,67384344-0,2025-04-19 08:45:00,1750012,1,1,0,114,48
463,94023614-4,1757,14875579-3,2025-04-14 15:15:00,2727431,0,0,0,0,0
464,94023614-4,110,16251209-1,2025-04-21 10:30:00,1600123,0,0,0,0,0
465,57378727-6,1494,72424451-8,2025-04-18 12:30:00,3238968,0,0,0,0,0
466,86209409-0,2635,60775663-1,2025-04-05 12:00:00,3010000,0,0,0,0,0
467,73177104-4,1538,48322668-8,2025-04-25 17:15:00,3010000,0,0,0,0,0
468,86209409-0,2749,70026603-3,2025-04-14 16:45:00,1750012,0,0,0,0,0
469,86209409-0,2102,98720208-3,2025-04-14 17:45:00,2105020,1,2,0,115,49
470,95208514-3,3330,90206203-1,2025-04-19 15:30:00,2820245,0,0,0,0,0
471,95208514-3,136,78671018-8,2025-04-30 11:15:00,2506300,0,0,0,0,0
472,94023614-4,996,11981843-5,2025-04-19 13:00:00,1800999,1,1,0,116,50
473,86209409-0,999,69145853-7,2025-04-15 15:30:00,1600123,0,0,0,0,0
474,22767738-4,1728,19805123-3,2025-04-23 13:00:00,2506300,0,0,0,0,0
475,94023614-4,238,79018541-2,2025-04-26 08:30:00,2086651,0,0,0,0,0
476,95208514-3,1675,75006543-8,2025-04-07 17:00:00,2086651,0,0,0,0,0
477,57378727-6,2043,49291952-0,2025-04-21 16:45:00,3092497,1,4,0,117,0
478,57378727-6,1451,94761985-0,2025-04-08 11:15:00,2800365,0,0,0,0,0
479,95208514-3,3336,55790193-3,2025-05-01 11:30:00,3010000,1,1,0,118,51
480,57378727-6,598,51072055-5,2025-04-12 13:30:00,2132690,0,0,0,0,0
481,57378727-6,798,70026603-3,2025-04-07 18:00:00,35000,1,4,0,0,0
482,86209409-0,2735,45623694-9,2025-04-14 10:00:00,1750012,0,0,0,0,0
483,57378727-6,2910,22212788-6,2025-04-26 10:30:00,3092497,0,0,0,0,0
484,73177104-4,1124,91096368-2,2025-04-20 08:00:00,3010000,1,1,0,119,52
485,94023614-4,83,14540200-5,2025-04-26 08:30:00,2086651,0,0,0,0,0
486,86209409-0,2094,97372190-1,2025-04-09 09:30:00,2105020,0,0,0,0,0
487,22767738-4,866,27075358-5,2025-04-11 17:00:00,2086651,0,0,0,0,0
488,22767738-4,2768,37035246-9,2025-04-19 17:45:00,35000,1,4,0,0,0
489,22767738-4,695,78943450-5,2025-04-23 17:45:00,3081058,0,0,0,0,0
490,57378727-6,543,51263568-1,2025-04-13 08:15:00,3238968,0,0,0,0,0
491,86209409-0,3578,96998252-1,2025-04-08 09:45:00,1800999,1,1,0,120,53
492,22767738-4,3061,55539940-3,2025-04-22 10:45:00,2105020,0,0,0,0,0
493,86209409-0,132,48863238-8,2025-04-12 10:30:00,3081058,0,0,0,0,0
494,57378727-6,725,25422399-6,2025-04-26 11:00:00,2820245,0,0,0,0,0
495,94023614-4,2128,65012894-9,2025-04-08 18:15:00,3081058,0,0,0,0,0
496,22767738-4,3070,92670172-1,2025-04-04 13:00:00,35000,1,2,0,0,54
497,86209409-0,2945,31462078-5,2025-04-20 16:00:00,3092497,0,0,0,0,0
498,86209409-0,2533,68316971-1,2025-04-04 13:00:00,3120345,0,0,0,0,0
499,73177104-4,2160,19805123-3,2025-04-09 10:15:00,1800999,0,0,0,0,0
500,95208514-3,3314,94361312-4,2025-04-13 10:45:00,3238968,0,0,0,0,0
501,57378727-6,1639,95010809-6,2025-04-04 09:15:00,2506300,1,4,0,121,0
502,95208514-3,3030,53375085-5,2025-04-05 11:45:00,2105020,0,0,0,0,0
503,95208514-3,1776,12802093-1,2025-04-29 11:45:00,1750012,0,0,0,0,0
504,73177104-4,2530,65999494-0,2025-04-06 15:45:00,2727431,0,0,0,0,0
505,86209409-0,3289,44920115-1,2025-04-10 18:15:00,35000,0,0,0,0,0
506,94023614-4,1865,66594934-8,2025-04-11 10:45:00,35000,0,0,0,0,0
507,57378727-6,3525,77121423-7,2025-04-19 15:15:00,50500,0,0,0,0,0
508,94023614-4,2838,65999494-0,2025-04-06 08:15:00,1800999,0,0,0,0,0
509,57378727-6,2027,67260949-6,2025-04-21 10:00:00,1750012,1,3,0,122,0
510,94023614-4,2424,72795772-4,2025-04-23 11:15:00,1800999,0,0,0,0,0
511,57378727-6,1916,11592484-9,2025-04-27 18:45:00,2820245,0,0,0,0,0
512,86209409-0,3630,87751822-9,2025-04-12 09:00:00,1750012,0,0,0,0,0
513,86209409-0,2989,23572980-4,2025-04-12 15:00:00,2800365,0,0,0,0,0
514,57378727-6,1942,40484874-8,2025-04-17 11:30:00,2132690,0,0,0,0,0
515,57378727-6,2936,20272755-6,2025-04-12 12:45:00,1600123,0,0,0,0,0
516,73177104-4,2054,67384344-0,2025-04-02 09:00:00,1750012,0,0,0,0,0
517,95208514-3,1165,65012894-9,2025-04-23 17:45:00,1750012,1,4,0,123,0
518,95208514-3,1459,20114723-0,2025-04-03 12:15:00,2820245,0,0,0,0,0
519,95208514-3,3292,42856973-7,2025-04-29 08:00:00,25300,1,1,1,0,55
520,95208514-3,2118,12031991-9,2025-04-01 10:15:00,2105020,0,0,0,0,0
521,94023614-4,248,49291952-0,2025-04-12 18:00:00,50500,0,0,0,0,0
522,73177104-4,2867,25811298-1,2025-04-22 16:15:00,3010000,0,0,0,0,0
523,94023614-4,2949,21774192-3,2025-04-21 18:15:00,2506300,1,1,0,124,56
524,73177104-4,1759,36809677-6,2025-04-06 15:30:00,2800365,1,2,0,125,57
525,94023614-4,2402,24735893-2,2025-04-11 11:30:00,35000,0,0,0,0,0
526,57378727-6,1598,59765653-7,2025-04-24 18:45:00,2105020,1,2,0,126,58
527,86209409-0,2081,75563674-2,2025-04-28 16:00:00,2105020,0,0,0,0,0
528,95208514-3,484,87997004-2,2025-04-19 10:15:00,2105020,0,0,0,0,0
529,94023614-4,3250,39145977-2,2025-04-15 16:30:00,3238968,1,4,0,127,0
530,86209409-0,1484,56565081-1,2025-04-08 12:00:00,2506300,0,0,0,0,0
531,22767738-4,3262,33791677-0,2025-04-23 17:30:00,2132690,1,4,0,128,0
532,22767738-4,129,21774192-3,2025-04-05 10:15:00,2132690,0,0,0,0,0
533,22767738-4,1760,75833080-6,2025-04-11 15:30:00,1750012,0,0,0,0,0
534,73177104-4,3383,12802093-1,2025-04-08 10:30:00,2506300,0,0,0,0,0
535,57378727-6,1196,55539940-3,2025-04-14 09:30:00,3120345,0,0,0,0,0
536,86209409-0,3668,59604556-2,2025-04-06 18:45:00,2727431,0,0,0,0,0
537,73177104-4,3341,41710986-9,2025-04-09 09:45:00,2132690,0,0,0,0,0
538,57378727-6,3420,49197992-8,2025-05-01 13:15:00,2506300,0,0,0,0,0
539,86209409-0,2832,87722745-4,2025-04-26 13:15:00,3092497,1,4,0,129,0
540,73177104-4,1974,13087595-1,2025-04-24 08:30:00,50500,1,3,0,130,0
541,94023614-4,3060,36809677-6,2025-04-28 15:45:00,3120345,1,2,0,131,59
542,57378727-6,1018,14100953-3,2025-04-14 12:30:00,3010000,1,3,0,132,0
543,86209409-0,2819,62903851-4,2025-04-13 13:30:00,2086651,0,0,0,0,0
544,57378727-6,2288,43024906-8,2025-04-22 16:00:00,3010000,0,0,0,0,0
545,73177104-4,2016,70026603-3,2025-04-24 17:45:00,2727431,1,2,0,133,60
546,95208514-3,2179,90206203-1,2025-04-07 10:45:00,2105020,1,4,0,134,0
547,94023614-4,569,24595395-3,2025-04-18 09:15:00,2132690,1,3,0,135,0
548,73177104-4,2537,12429516-4,2025-04-19 12:45:00,1800999,0,0,0,0,0
549,86209409-0,1543,93827792-4,2025-04-26 14:15:00,2132690,0,0,0,0,0
550,94023614-4,2183,65310865-3,2025-04-16 15:30:00,2727431,0,0,0,0,0
551,95208514-3,2443,53039267-4,2025-04-20 16:15:00,3120345,0,0,0,0,0
552,22767738-4,777,20940665-3,2025-04-09 18:30:00,3238968,0,0,0,0,0
553,95208514-3,1923,27075358-5,2025-04-29 13:45:00,3010000,0,0,0,0,0
554,22767738-4,3612,36809677-6,2025-04-06 09:45:00,2086651,0,0,0,0,0
555,95208514-3,2743,20272755-6,2025-04-11 15:30:00,3081058,1,3,0,136,0
556,86209409-0,3475,86853828-8,2025-04-28 14:15:00,2727431,0,0,0,0,0
557,95208514-3,1136,60775663-1,2025-04-14 08:15:00,2086651,1,4,0,137,0
558,95208514-3,892,47192537-4,2025-04-17 10:45:00,3010000,0,0,0,0,0
559,57378727-6,1493,64744316-9,2025-04-28 14:15:00,3238968,0,0,0,0,0
560,22767738-4,3187,92670172-1,2025-04-19 18:30:00,3092497,1,2,0,138,61
561,86209409-0,2505,13560469-0,2025-04-02 17:45:00,3092497,1,3,0,139,0
562,86209409-0,1144,16625683-2,2025-05-01 12:45:00,2105020,0,0,0,0,0
563,86209409-0,3623,34310135-9,2025-04-09 16:45:00,2105020,1,1,0,140,62
564,73177104-4,501,72222830-6,2025-04-10 16:30:00,2086651,0,0,0,0,0
565,73177104-4,182,21509837-2,2025-04-09 12:30:00,2820245,0,0,0,0,0
566,94023614-4,2124,57891601-9,2025-04-04 14:45:00,2105020,0,0,0,0,0
567,57378727-6,2916,36809677-6,2025-04-22 16:45:00,3010000,0,0,0,0,0
568,73177104-4,3166,87722745-4,2025-04-29 13:15:00,2105020,0,0,0,0,0
569,22767738-4,1421,78678453-4,2025-04-16 18:15:00,1800999,0,0,0,0,0
570,94023614-4,814,50692374-0,2025-04-22 17:45:00,1750012,0,0,0,0,0
571,86209409-0,2284,90160627-1,2025-04-08 15:15:00,2086651,1,2,0,141,63
572,57378727-6,1643,30310762-2,2025-04-22 15:30:00,3092497,1,4,0,142,0
573,86209409-0,3135,87722745-4,2025-04-13 09:15:00,2727431,0,0,0,0,0
574,57378727-6,1720,35405564-1,2025-04-17 08:30:00,3120345,0,0,0,0,0
575,57378727-6,1784,98418033-8,2025-04-19 16:15:00,3081058,0,0,0,0,0
576,57378727-6,2848,65484630-3,2025-04-29 13:45:00,3120345,1,2,0,143,64
577,73177104-4,3309,69482795-6,2025-04-07 10:45:00,3081058,1,4,0,144,0
578,73177104-4,2883,66594934-8,2025-04-23 10:30:00,2086651,0,0,0,0,0
579,22767738-4,858,38867100-7,2025-04-07 13:45:00,2506300,0,0,0,0,0
580,57378727-6,2220,65310865-3,2025-05-01 12:45:00,2086651,0,0,0,0,0
581,94023614-4,2425,12802093-1,2025-04-22 09:00:00,1750012,0,0,0,0,0
582,86209409-0,662,66264861-2,2025-04-20 16:15:00,3120345,0,0,0,0,0
583,22767738-4,2229,14100953-3,2025-04-07 12:00:00,2800365,0,0,0,0,0
584,86209409-0,3406,34310135-9,2025-04-19 09:15:00,3238968,0,0,0,0,0
585,73177104-4,2247,90889318-2,2025-04-04 10:15:00,3120345,0,0,0,0,0
586,57378727-6,1768,80061523-7,2025-04-18 12:30:00,3238968,0,0,0,0,0
587,22767738-4,2399,53699466-8,2025-04-21 13:15:00,2820245,0,0,0,0,0
588,22767738-4,3072,80062558-9,2025-04-08 08:15:00,3010000,0,0,0,0,0
589,86209409-0,2630,77121423-7,2025-04-22 13:30:00,2727431,1,4,0,145,0
590,86209409-0,166,55539940-3,2025-04-18 08:15:00,3120345,1,2,0,146,65
591,95208514-3,957,96998252-1,2025-04-27 14:00:00,1800999,0,0,0,0,0
592,73177104-4,1502,47192537-4,2025-04-28 11:00:00,3120345,0,0,0,0,0
593,94023614-4,2563,23788335-3,2025-04-21 08:15:00,3092497,0,0,0,0,0
594,57378727-6,2979,35405564-1,2025-04-24 12:45:00,2800365,0,0,0,0,0
595,73177104-4,3268,48863238-8,2025-04-27 18:45:00,2800365,0,0,0,0,0
596,73177104-4,2786,48322668-8,2025-04-16 15:15:00,3010000,1,3,0,147,0
597,95208514-3,2622,65012894-9,2025-04-01 13:45:00,3120345,0,0,0,0,0
598,57378727-6,894,58719444-0,2025-04-12 11:15:00,50500,0,0,0,0,0
599,57378727-6,2015,78093216-6,2025-04-07 13:45:00,2105020,1,3,0,148,0
600,86209409-0,1275,91096368-2,2025-04-16 14:00:00,2800365,0,0,0,0,0
601,86209409-0,1875,43024906-8,2025-04-15 10:45:00,2727431,0,0,0,0,0
602,57378727-6,3602,21870177-9,2025-04-24 11:15:00,3092497,0,0,0,0,0
603,22767738-4,3357,51072055-5,2025-04-19 16:15:00,3092497,1,4,0,149,0
604,57378727-6,1002,96253618-2,2025-04-10 09:15:00,3120345,0,0,0,0,0
605,94023614-4,473,58719444-0,2025-04-24 17:45:00,2820245,1,3,0,150,0
606,57378727-6,3058,64744316-9,2025-04-24 08:30:00,2506300,1,3,0,151,0
607,86209409-0,1176,41710986-9,2025-04-05 09:15:00,3081058,0,0,0,0,0
608,94023614-4,3313,90438698-1,2025-04-08 13:30:00,50500,0,0,0,0,0
609,57378727-6,1126,93827792-4,2025-04-07 14:30:00,2727431,0,0,0,0,0
610,95208514-3,1014,65660643-5,2025-04-14 14:00:00,3010000,0,0,0,0,0
611,95208514-3,1135,49197992-8,2025-04-29 09:00:00,2820245,0,0,0,0,0
612,94023614-4,1566,41710986-9,2025-04-18 12:00:00,3238968,0,0,0,0,0
613,57378727-6,323,64355233-5,2025-04-29 18:30:00,3092497,0,0,0,0,0
614,73177104-4,2852,98967597-1,2025-04-14 18:00:00,3081058,1,3,0,152,0
615,95208514-3,3542,59765653-7,2025-04-14 16:45:00,3081058,0,0,0,0,0
616,95208514-3,2058,62237414-5,2025-04-22 12:45:00,2800365,0,0,0,0,0
617,86209409-0,3039,14540200-5,2025-04-30 10:15:00,2820245,0,0,0,0,0
618,22767738-4,293,43024906-8,2025-04-17 17:30:00,2105020,0,0,0,0,0
619,57378727-6,2915,92670172-1,2025-04-30 12:15:00,2506300,0,0,0,0,0
620,86209409-0,2842,28592060-1,2025-04-13 16:30:00,3092497,1,1,0,153,66
621,22767738-4,1659,25422399-6,2025-04-22 17:00:00,1750012,0,0,0,0,0
622,57378727-6,1482,43024906-8,2025-04-16 12:30:00,2086651,0,0,0,0,0
623,95208514-3,2396,87997004-2,2025-04-26 16:45:00,3120345,0,0,0,0,0
624,22767738-4,2268,84295710-6,2025-04-13 08:00:00,2105020,0,0,0,0,0
625,73177104-4,1024,19557494-0,2025-04-25 11:30:00,2727431,0,0,0,0,0
626,73177104-4,1864,86190085-8,2025-04-08 09:45:00,50500,0,0,0,0,0
627,73177104-4,627,98418033-8,2025-04-23 11:15:00,2820245,1,3,0,154,0
628,73177104-4,3014,30716561-0,2025-04-27 08:15:00,1800999,1,3,0,155,0
629,22767738-4,948,46367453-0,2025-04-19 11:00:00,3010000,1,4,0,156,0
630,95208514-3,3376,37602034-5,2025-04-26 16:15:00,2506300,1,3,0,157,0
631,94023614-4,310,50692374-0,2025-04-03 10:45:00,2105020,0,0,0,0,0
632,94023614-4,993,49190437-8,2025-04-09 14:30:00,2105020,0,0,0,0,0
633,94023614-4,1095,80061523-7,2025-04-28 10:00:00,1800999,1,1,0,158,67
634,73177104-4,1369,88755903-1,2025-04-13 17:30:00,3238968,0,0,0,0,0
635,57378727-6,2722,32090021-3,2025-04-19 13:00:00,2727431,0,0,0,0,0
636,57378727-6,1629,55223444-3,2025-04-30 15:00:00,2506300,0,0,0,0,0
637,73177104-4,3488,29962868-0,2025-04-23 17:30:00,2105020,0,0,0,0,0
