numero,id_hora,rut_paciente,fecha_hora,comentario
359,2236,78310737-4,2025-04-18 11:45:00,Revision de cicatriz postoperatoria
360,3017,49261253-8,2025-04-20 17:45:00,Realizacion de cirugia abdominal
361,2389,56640243-9,2025-04-24 12:30:00,Consulta general
362,3367,27423273-6,2025-04-04 13:15:00,Realizacion de cirugia cardiovascular
363,1252,67552699-5,2025-04-27 15:00:00,Realizacion de cirugia renal
364,1053,87751822-9,2025-05-01 14:30:00,Realizacion de cirugia en torax
365,2675,94361312-4,2025-04-18 14:00:00,Realizacion de cirugia abdominal
366,464,82205587-1,2025-04-19 14:15:00,Realizacion de cirugia en torax
367,717,15074844-0,2025-04-12 11:45:00,Realizacion de cirugia neurologica
368,778,28592060-1,2025-04-23 14:15:00,Realizacion de cirugia renal
369,1852,95838628-5,2025-04-17 17:45:00,Realizacion de cirugia cardiovascular
370,816,12031991-9,2025-04-02 11:15:00,Realizacion de cirugia abdominal
371,2793,65660643-5,2025-04-23 11:45:00,Realizacion de cirugia otorrinolaringologica
372,2306,28592060-1,2025-04-19 12:00:00,Realizacion de cirugia ortopedica
373,2930,55643376-9,2025-04-21 18:30:00,Realizacion de cirugia cardiovascular
374,878,79159576-1,2025-04-27 17:30:00,Realizacion de cirugia ortopedica
375,749,81768570-2,2025-04-23 10:15:00,Revision de cicatriz postoperatoria
376,2543,72795772-4,2025-04-28 10:15:00,Realizacion de cirugia abdominal
377,1079,64355233-5,2025-04-27 16:00:00,Realizacion de cirugia neurologica
378,2385,15347792-3,2025-04-07 14:45:00,Realizacion de cirugia plastica
379,2255,59644030-9,2025-04-20 11:45:00,Realizacion de cirugia plastica
380,2506,53039267-4,2025-04-09 09:00:00,Realizacion de cirugia neurologica
381,2709,70026603-3,2025-04-06 11:00:00,Realizacion de cirugia abdominal
382,2936,20272755-6,2025-04-10 12:45:00,Realizacion de cirugia renal
383,1957,32601187-2,2025-04-25 11:30:00,Realizacion de cirugia renal
384,1967,89066256-8,2025-04-29 15:00:00,Realizacion de cirugia neurologica
385,1204,78803927-1,2025-04-02 11:00:00,Realizacion de cirugia en torax
386,2799,21774192-3,2025-04-11 14:00:00,Realizacion de cirugia cardiovascular
387,2175,12120279-7,2025-04-21 17:30:00,Realizacion de cirugia abdominal
388,3675,70026603-3,2025-04-28 10:00:00,Realizacion de cirugia abdominal
389,1358,45623694-9,2025-04-30 12:15:00,Realizacion de cirugia plastica
390,1275,91096368-2,2025-04-15 14:00:00,Realizacion de cirugia plastica
391,474,42856973-7,2025-04-19 16:00:00,Realizacion de cirugia ortopedica
392,2046,58074747-6,2025-04-20 18:45:00,Realizacion de cirugia otorrinolaringologica
393,2470,78093216-6,2025-04-28 11:15:00,Realizacion de cirugia renal
394,1551,80062558-9,2025-04-04 08:45:00,Realizacion de cirugia abdominal
395,980,94361312-4,2025-04-04 09:45:00,Dolor abdominal y nauseas
396,2893,96253618-2,2025-04-06 15:15:00,Realizacion de cirugia en torax
397,3241,41416859-6,2025-04-25 18:30:00,Realizacion de cirugia neurologica
398,2745,30310762-2,2025-04-14 12:30:00,Realizacion de cirugia otorrinolaringologica
399,2036,21509837-2,2025-04-07 13:30:00,Revision de cicatriz postoperatoria
400,2182,48863238-8,2025-04-04 08:30:00,Realizacion de cirugia en torax
401,265,26529183-7,2025-04-14 13:15:00,Realizacion de cirugia ortopedica
402,819,92670172-1,2025-04-18 13:30:00,Realizacion de cirugia abdominal
403,1682,58074747-6,2025-04-30 14:00:00,Realizacion de cirugia cardiovascular
404,1649,90788070-1,2025-04-04 13:15:00,Realizacion de cirugia renal
405,1457,62237414-5,2025-04-22 11:00:00,Realizacion de cirugia neurologica
406,163,89066256-8,2025-04-16 09:15:00,Realizacion de cirugia otorrinolaringologica
407,408,16251209-1,2025-04-02 12:00:00,Realizacion de cirugia cardiovascular
408,1815,93738834-2,2025-04-27 09:45:00,Realizacion de cirugia plastica
409,1250,99921909-4,2025-04-04 11:15:00,Realizacion de cirugia en torax
410,1128,48411300-7,2025-04-12 09:45:00,Realizacion de cirugia neurologica
411,1292,43024906-8,2025-04-03 12:15:00,Realizacion de cirugia renal
412,2908,33791677-0,2025-04-09 13:45:00,Realizacion de cirugia plastica
413,2689,87997004-2,2025-04-11 12:45:00,Realizacion de cirugia cardiovascular
414,3372,38324156-4,2025-04-25 15:15:00,Realizacion de cirugia ortopedica
415,1821,69145853-7,2025-04-16 15:30:00,Realizacion de cirugia en torax
416,3295,99352036-1,2025-04-02 17:15:00,Realizacion de cirugia ortopedica
417,160,68040732-2,2025-04-07 09:15:00,Realizacion de cirugia en torax
418,1874,63708168-9,2025-04-23 12:00:00,Realizacion de cirugia renal
419,884,25422399-6,2025-04-04 09:30:00,Realizacion de cirugia abdominal
420,571,52872009-7,2025-04-03 12:45:00,Realizacion de cirugia renal
421,1594,98720208-3,2025-04-11 08:00:00,Realizacion de cirugia otorrinolaringologica
422,1295,99352036-1,2025-04-28 16:00:00,Solicitud de examen de sangre
423,365,59644030-9,2025-04-21 18:45:00,Realizacion de cirugia renal
424,2173,78943450-5,2025-04-10 15:30:00,Realizacion de cirugia en torax
425,3235,45623694-9,2025-04-25 18:45:00,Realizacion de cirugia ortopedica
426,194,17973044-7,2025-04-21 14:30:00,Realizacion de cirugia renal
427,2977,65660643-5,2025-04-13 11:15:00,Revision de cicatriz postoperatoria
428,1514,23124705-7,2025-04-06 10:00:00,Realizacion de cirugia plastica
429,2417,24735893-2,2025-04-07 17:15:00,Realizacion de cirugia plastica
430,486,11458745-0,2025-04-18 14:45:00,Realizacion de cirugia en torax
431,1753,11592484-9,2025-04-15 13:45:00,Realizacion de cirugia abdominal
432,221,22212788-6,2025-04-30 17:30:00,Realizacion de cirugia renal
433,2363,64355233-5,2025-04-19 11:00:00,Realizacion de cirugia cardiovascular
434,1776,12802093-1,2025-04-30 11:45:00,Realizacion de cirugia otorrinolaringologica
435,70,63708168-9,2025-04-03 18:30:00,Realizacion de cirugia abdominal
436,396,63952204-2,2025-04-04 15:45:00,Realizacion de cirugia plastica
437,1213,72795772-4,2025-04-05 10:00:00,Realizacion de cirugia cardiovascular
438,3012,23572980-4,2025-04-04 11:15:00,Solicitud de examen de sangre
439,1858,51072055-5,2025-04-25 15:30:00,Realizacion de cirugia renal
440,1080,53375085-5,2025-04-02 16:45:00,Realizacion de cirugia otorrinolaringologica
441,1215,95595189-5,2025-04-17 08:45:00,Realizacion de cirugia ortopedica
442,2235,55643376-9,2025-04-28 11:45:00,Problemas respiratorios
443,2615,94152364-3,2025-04-02 17:00:00,Realizacion de cirugia plastica
444,3168,11852079-8,2025-04-07 13:30:00,Realizacion de cirugia otorrinolaringologica
445,2048,86332222-2,2025-04-08 11:45:00,Dolor abdominal y nauseas
446,2203,30263166-2,2025-04-13 18:00:00,Realizacion de cirugia abdominal
447,449,39009356-0,2025-04-15 15:00:00,Realizacion de cirugia renal
448,887,98418033-8,2025-04-26 08:45:00,Realizacion de cirugia en torax
449,2765,32090021-3,2025-04-09 18:45:00,Realizacion de cirugia neurologica
450,2954,97372190-1,2025-04-13 14:30:00,Realizacion de cirugia neurologica
451,1663,23788335-3,2025-04-21 11:15:00,Realizacion de cirugia en torax
452,1915,70812597-6,2025-04-16 14:00:00,Realizacion de cirugia neurologica
453,2994,49190437-8,2025-04-18 08:00:00,Realizacion de cirugia cardiovascular
454,1138,70812597-6,2025-05-01 14:30:00,Realizacion de cirugia neurologica
455,1685,55539940-3,2025-04-27 17:30:00,Realizacion de cirugia otorrinolaringologica
456,650,45056798-6,2025-04-21 13:30:00,Realizacion de cirugia otorrinolaringologica
457,3472,24554256-3,2025-04-10 14:45:00,Realizacion de cirugia neurologica
458,1837,61864673-3,2025-04-03 14:30:00,Realizacion de cirugia en torax
459,1919,59644030-9,2025-04-08 12:45:00,Realizacion de cirugia en torax
460,2413,22212788-6,2025-04-11 14:00:00,Realizacion de cirugia cardiovascular
461,1175,32601187-2,2025-04-06 18:00:00,Realizacion de cirugia en torax
462,176,16625683-2,2025-04-16 15:15:00,Realizacion de cirugia ortopedica
463,2961,42856973-7,2025-04-07 14:00:00,Realizacion de cirugia abdominal
464,1323,98720208-3,2025-04-23 12:00:00,Realizacion de cirugia ortopedica
465,1690,90160627-1,2025-04-04 08:30:00,Realizacion de cirugia neurologica
466,1125,57891601-9,2025-04-03 16:30:00,Realizacion de cirugia cardiovascular
467,2484,62237414-5,2025-04-17 13:15:00,Realizacion de cirugia neurologica
468,1203,57581646-4,2025-04-11 16:00:00,Realizacion de cirugia plastica
469,3426,46367453-0,2025-04-03 15:30:00,Realizacion de cirugia en torax
470,1506,97926155-6,2025-04-07 18:00:00,Realizacion de cirugia renal
471,2602,80061523-7,2025-04-19 13:15:00,Realizacion de cirugia renal
472,1388,38867100-7,2025-04-19 11:30:00,Realizacion de cirugia neurologica
473,477,17973044-7,2025-04-08 17:00:00,Realizacion de cirugia renal
474,2013,16625683-2,2025-04-07 13:45:00,Consulta general
475,1111,94361312-4,2025-04-11 09:00:00,Realizacion de cirugia cardiovascular
476,2682,10615206-0,2025-04-04 10:00:00,Realizacion de cirugia ortopedica
477,236,23124705-7,2025-04-08 11:15:00,Realizacion de cirugia otorrinolaringologica
478,2252,90788070-1,2025-04-08 10:30:00,Realizacion de cirugia cardiovascular
479,1349,99921909-4,2025-04-19 10:30:00,Realizacion de cirugia en torax
480,2562,15869307-3,2025-04-30 18:30:00,Consulta general
481,2457,21509837-2,2025-04-27 15:30:00,Realizacion de cirugia renal
482,2354,65012894-9,2025-04-25 10:00:00,Realizacion de cirugia otorrinolaringologica
483,976,58719444-0,2025-04-08 14:00:00,Realizacion de cirugia ortopedica
484,453,41416859-6,2025-04-14 12:30:00,Realizacion de cirugia en torax
485,1018,14100953-3,2025-04-12 12:30:00,Realizacion de cirugia en torax
486,1176,41710986-9,2025-04-06 09:15:00,Realizacion de cirugia plastica
487,1728,19805123-3,2025-04-25 13:00:00,Realizacion de cirugia ortopedica
488,369,97926155-6,2025-04-07 16:30:00,Realizacion de cirugia en torax
489,2555,32818392-4,2025-04-21 15:15:00,Realizacion de cirugia otorrinolaringologica
490,2188,33791677-0,2025-04-15 11:45:00,Realizacion de cirugia plastica
491,131,14100953-3,2025-04-16 09:30:00,Realizacion de cirugia renal
492,3501,77724461-4,2025-04-21 18:45:00,Realizacion de cirugia cardiovascular
493,1103,96253618-2,2025-04-15 16:45:00,Dolor abdominal y nauseas
494,570,93827792-4,2025-04-09 16:15:00,Realizacion de cirugia abdominal
495,1542,30263166-2,2025-04-30 10:30:00,Realizacion de cirugia ortopedica
496,2073,63958627-0,2025-04-12 09:15:00,Realizacion de cirugia otorrinolaringologica
497,329,87722745-4,2025-04-22 18:30:00,Realizacion de cirugia neurologica
498,1833,33469812-2,2025-04-08 16:15:00,Realizacion de cirugia plastica
499,588,80061523-7,2025-04-24 15:45:00,Realizacion de cirugia otorrinolaringologica
500,2096,68316971-1,2025-04-15 10:45:00,Realizacion de cirugia plastica
501,4,41710986-9,2025-04-29 17:30:00,Realizacion de cirugia plastica
502,2152,99921909-4,2025-04-30 08:00:00,Realizacion de cirugia plastica
503,2225,64355233-5,2025-04-21 11:00:00,Realizacion de cirugia ortopedica
504,1173,51072055-5,2025-04-10 09:00:00,Realizacion de cirugia otorrinolaringologica
505,2197,85188169-7,2025-04-10 09:00:00,Realizacion de cirugia abdominal
506,2408,86332222-2,2025-04-23 08:15:00,Realizacion de cirugia cardiovascular
507,1355,63708168-9,2025-04-26 15:45:00,Realizacion de cirugia plastica
508,111,96253618-2,2025-04-10 11:15:00,Realizacion de cirugia ortopedica
509,262,95838628-5,2025-04-12 11:00:00,Realizacion de cirugia neurologica
510,2552,25939458-6,2025-04-26 16:00:00,Realizacion de cirugia otorrinolaringologica
511,874,55539940-3,2025-04-13 09:30:00,Realizacion de cirugia en torax
512,3428,79018541-2,2025-04-10 16:45:00,Realizacion de cirugia neurologica
513,3604,90206203-1,2025-04-18 16:00:00,Realizacion de cirugia cardiovascular
514,2834,78943450-5,2025-04-11 17:30:00,Realizacion de cirugia abdominal
515,1039,40484874-8,2025-04-30 10:30:00,Realizacion de cirugia plastica
516,189,63952204-2,2025-04-20 16:30:00,Realizacion de cirugia ortopedica
517,1108,42856973-7,2025-04-12 14:45:00,Realizacion de cirugia en torax
518,1319,96253618-2,2025-04-08 12:45:00,Realizacion de cirugia cardiovascular
519,3000,61864673-3,2025-04-21 16:30:00,Realizacion de cirugia neurologica
520,3154,21509837-2,2025-05-01 13:00:00,Realizacion de cirugia ortopedica
521,1955,78803927-1,2025-04-19 18:30:00,Realizacion de cirugia renal
522,743,48115949-8,2025-04-24 10:45:00,Realizacion de cirugia cardiovascular
523,652,53407302-6,2025-04-09 12:45:00,Realizacion de cirugia plastica
524,2392,72795772-4,2025-04-07 09:00:00,Realizacion de cirugia cardiovascular
525,542,92670172-1,2025-04-05 12:15:00,Realizacion de cirugia renal
526,926,78662663-0,2025-04-24 10:15:00,Problemas respiratorios
527,1166,92670172-1,2025-04-19 18:15:00,Realizacion de cirugia renal
528,1023,15074844-0,2025-04-18 17:15:00,Realizacion de cirugia renal
529,3167,23124705-7,2025-04-13 15:45:00,Realizacion de cirugia renal
530,1271,30310762-2,2025-04-20 18:45:00,Realizacion de cirugia renal
531,2368,20940665-3,2025-04-18 09:15:00,Realizacion de cirugia abdominal
532,1036,48263743-9,2025-04-25 11:00:00,Realizacion de cirugia cardiovascular
533,3516,14540200-5,2025-04-09 18:30:00,Realizacion de cirugia renal
534,1083,51263568-1,2025-04-03 14:45:00,Realizacion de cirugia abdominal
535,791,12429516-4,2025-04-15 13:15:00,Realizacion de cirugia ortopedica
536,7,24554256-3,2025-04-12 14:00:00,Realizacion de cirugia en torax
537,898,52872009-7,2025-04-22 10:30:00,Realizacion de cirugia renal
538,1105,27075358-5,2025-04-04 10:30:00,Realizacion de cirugia plastica
539,228,20272755-6,2025-04-07 15:30:00,Realizacion de cirugia renal
540,2889,48263743-9,2025-04-13 15:00:00,Realizacion de cirugia neurologica
541,529,46930558-3,2025-04-30 18:30:00,Realizacion de cirugia en torax
542,1525,53375085-5,2025-04-04 18:15:00,Realizacion de cirugia en torax
543,2964,78785402-2,2025-04-18 18:45:00,Realizacion de cirugia en torax
544,504,45475720-7,2025-04-21 11:45:00,Revision de cicatriz postoperatoria
545,1647,65999494-0,2025-04-26 17:15:00,Realizacion de cirugia abdominal
546,1890,24735893-2,2025-04-28 08:30:00,Realizacion de cirugia abdominal
547,2395,36428633-7,2025-04-03 11:15:00,Realizacion de cirugia abdominal
548,1471,25811298-1,2025-04-27 11:45:00,Realizacion de cirugia cardiovascular
549,16,66594934-8,2025-04-14 14:30:00,Realizacion de cirugia renal
550,748,47192537-4,2025-04-25 16:30:00,Realizacion de cirugia renal
551,2331,66264861-2,2025-04-29 14:15:00,Realizacion de cirugia abdominal
552,3095,19015534-8,2025-04-17 16:45:00,Realizacion de cirugia otorrinolaringologica
553,3296,31462078-5,2025-04-20 11:45:00,Realizacion de cirugia ortopedica
554,1530,48115949-8,2025-04-09 11:30:00,Realizacion de cirugia ortopedica
555,787,33424109-6,2025-04-15 08:45:00,Realizacion de cirugia renal
556,75,61864673-3,2025-04-27 16:00:00,Realizacion de cirugia plastica
557,2269,63708168-9,2025-04-30 10:15:00,Realizacion de cirugia ortopedica
558,3352,12031991-9,2025-04-16 08:15:00,Revision de cicatriz postoperatoria
559,1796,95431346-9,2025-04-13 10:30:00,Realizacion de cirugia renal
560,2503,33791677-0,2025-04-15 17:45:00,Realizacion de cirugia cardiovascular
561,1220,99352036-1,2025-04-15 15:00:00,Realizacion de cirugia abdominal
562,1569,36809677-6,2025-04-26 17:30:00,Realizacion de cirugia en torax
563,2008,38867100-7,2025-04-18 09:45:00,Consulta general
564,1137,19805123-3,2025-04-04 11:15:00,Realizacion de cirugia cardiovascular
565,392,44722314-7,2025-04-20 10:30:00,Realizacion de cirugia en torax
566,3291,23124705-7,2025-04-11 09:00:00,Realizacion de cirugia cardiovascular
567,2736,78310737-4,2025-04-19 11:30:00,Realizacion de cirugia neurologica
568,1077,40388373-6,2025-04-29 14:45:00,Realizacion de cirugia abdominal
569,280,78093216-6,2025-04-17 17:00:00,Realizacion de cirugia ortopedica
570,2099,20114723-0,2025-04-24 12:45:00,Realizacion de cirugia ortopedica
571,2651,70812597-6,2025-04-07 09:00:00,Realizacion de cirugia abdominal
572,1576,12031991-9,2025-04-06 17:00:00,Realizacion de cirugia en torax
573,3619,17091110-7,2025-04-12 13:15:00,Realizacion de cirugia ortopedica
574,1717,78310737-4,2025-04-08 14:15:00,Realizacion de cirugia cardiovascular
575,467,87722745-4,2025-04-15 18:45:00,Realizacion de cirugia renal
576,433,41416859-6,2025-04-09 09:00:00,Consulta general
577,1772,53337367-3,2025-04-29 17:00:00,Realizacion de cirugia neurologica
578,2732,55223444-3,2025-04-10 08:30:00,Realizacion de cirugia otorrinolaringologica
579,2646,64355233-5,2025-04-08 14:45:00,Realizacion de cirugia plastica
580,2797,78678453-4,2025-04-13 14:30:00,Realizacion de cirugia en torax
581,473,58719444-0,2025-04-23 17:45:00,Realizacion de cirugia ortopedica
582,364,75006543-8,2025-04-23 09:45:00,Realizacion de cirugia ortopedica
583,2148,28592060-1,2025-04-05 09:30:00,Solicitud de examen de sangre
584,320,26699972-2,2025-04-07 18:45:00,Realizacion de cirugia otorrinolaringologica
585,1737,75006543-8,2025-04-11 08:15:00,Realizacion de cirugia plastica
586,974,78803927-1,2025-04-04 12:45:00,Realizacion de cirugia otorrinolaringologica
587,3396,96998252-1,2025-04-23 10:00:00,Realizacion de cirugia otorrinolaringologica
588,3474,50692374-0,2025-04-02 08:45:00,Realizacion de cirugia ortopedica
589,916,77121423-7,2025-04-04 16:30:00,Realizacion de cirugia renal
590,3085,15869307-3,2025-04-05 09:45:00,Realizacion de cirugia renal
591,325,49261253-8,2025-04-12 10:30:00,Realizacion de cirugia neurologica
592,939,20114723-0,2025-04-21 15:15:00,Realizacion de cirugia ortopedica
593,839,80061523-7,2025-04-12 13:00:00,Realizacion de cirugia plastica
594,2275,36428633-7,2025-04-10 11:15:00,Realizacion de cirugia ortopedica
595,2525,55322795-0,2025-04-16 14:30:00,Dolor abdominal y nauseas
596,134,58501550-1,2025-04-07 11:00:00,Realizacion de cirugia abdominal
597,2510,47192537-4,2025-04-05 12:30:00,Realizacion de cirugia plastica
598,842,45846060-8,2025-04-09 09:45:00,Realizacion de cirugia en torax
599,2657,11852079-8,2025-04-13 12:30:00,Realizacion de cirugia plastica
600,870,46367453-0,2025-04-18 11:45:00,Realizacion de cirugia plastica
601,687,22212788-6,2025-04-27 18:15:00,Problemas respiratorios
602,1136,60775663-1,2025-04-16 08:15:00,Realizacion de cirugia renal
603,1843,66747669-9,2025-04-26 12:30:00,Realizacion de cirugia abdominal
604,2194,87722745-4,2025-04-28 16:00:00,Solicitud de examen de sangre
605,3606,95838628-5,2025-04-27 12:00:00,Realizacion de cirugia plastica
606,1635,98275857-9,2025-05-01 11:15:00,Realizacion de cirugia neurologica
